,Id,Name,State,Top Category,Creator,Location,Goal,Pledged,Backers,Duration in Days,Facebook Connected,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,Latitude,Longitude,region
5821,614341577,Editing Happy 40th,successful,Film & Video,Madoka Raine,Newton,5000,5000,37,11,No,,227,2,1.0,42.3317661285,-71.21719360350001,Massachusetts
5822,356750756,An Unpretentious Guide & Coloring Book to Electric Vehicles,successful,Publishing,Ayumi Kim,Los Angeles,3500,3847,115,29,Yes,603.0,214,1,11.0,34.018239975,-118.39637756350001,California
5824,1579746498,"Handy The Helper: Saving toys, parents backs, and germs!",failed,Design,Justin Kotek,Jacksonville,10000,1050,23,29,No,,257,1,0.0,30.340986251799997,-81.7019004822,Florida
5826,764426432,Cr8-A-Patch Sk8-Patch,failed,Design,Tim Brazell,New Albany,40000,70,3,36,Yes,124.0,196,1,1.0,38.3082923889,-85.82577514649999,Indiana
5827,607159058,Town of Salem - Mafia-style Browser Game,successful,Games,BlankMediaGames,Austin,15000,17190,576,29,Yes,185.0,822,2,1.0,30.326808929400002,-97.7589683533,Texas
5830,547619189,Got a Girl Crush Magazine #3,successful,Publishing,Got a Girl Crush,Brooklyn,7000,8100,271,30,Yes,586.0,668,1,2.0,40.6455001831,-73.9613761902,New York
5831,1935430330,See the time in every timezone on earth on one Orbi Clock,failed,Design,Dan Rarick,Albuquerque,8900,281,5,44,No,,3,1,7.0,35.095998764,-106.58020019530001,New Mexico
5832,163456384,Magical Thinking - A Documentary,failed,Film & Video,Timothy Martin,Chicago,15000,3800,13,59,Yes,603.0,121,1,0.0,41.8408851624,-87.72951889040002,Illinois
5835,401550233,A unique taste profile that conjures up tropical Island feel,failed,Food,Barbara Donyina,Laurel,50000,75,3,29,Yes,44.0,2,1,1.0,39.0894508362,-76.8557624817,Maryland
5837,1584734431,Selma Rubin & It All Starts In The Soil (GEOTEA) DVDs,successful,Film & Video,Beezhan Tulu,Santa Barbara,875,1078,32,29,Yes,557.0,261,4,6.0,34.4328594208,-119.69986343379999,California
5838,1483020329,RETURN TO GERRHA -THE GREAT LOST CITY OF ARABIA,failed,Film & Video,Matt and Raj,Pittsburgh,36500,25,1,29,No,,1,1,0.0,40.4323062897,-79.9538764954,Pennsylvania
5841,549963773,RAMBLER,successful,Film & Video,Brian Hedenberg,New York,800,2127,30,15,No,,210,4,0.0,40.706577300999996,-73.8823738098,New York
5842,1532942796,After Reset: The Fall of Gyes,successful,Comics,Black Cloud Studios,Los Angeles,12500,14299,458,29,No,,283,3,1.0,34.018239975,-118.39637756350001,California
5843,2091411121,Mercury Revolts: Book Four of the Mercury Series,successful,Publishing,Robert Kroese,Ripon,1500,3084,101,14,Yes,920.0,239,2,6.0,37.7317695618,-121.1561088562,California
5845,1601860921,Dirty Bones,failed,Comics,OMG and Luke Whitehead,Louisville,50000,17532,145,29,Yes,3396.0,722,2,0.0,38.2288703918,-85.7293777466,Kentucky
5846,1780173265,Devil Drive,failed,Film & Video,Sean Abernethy,York,600,381,5,59,Yes,6.0,24,1,0.0,39.9557723999,-76.70299148560001,Pennsylvania
5848,1310060999,"Ellison School Mission to Space, Eagle II",successful,Technology,Jeremy McKenzie,Vineland,550,854,19,21,Yes,240.0,14,2,2.0,39.484272003200005,-75.0155334473,New Jersey
5850,1007982476,GreediCompany,failed,Fashion,Jacob Roman,New York,3000,2,1,59,No,,0,1,0.0,40.706577300999996,-73.8823738098,New York
5856,203930647,ReelKlip: The World's Smartest Cell Phone Protection System,successful,Design,ReelKlip,Los Angeles,6000,6144,193,29,No,,30,2,8.0,34.018239975,-118.39637756350001,California
5857,561412241,YOUnity- helping communities through apparel,failed,Fashion,Bradley Burnett,Austin,500,55,2,15,No,,16,2,0.0,30.326808929400002,-97.7589683533,Texas
5860,57826111,Kill Shakespeare,successful,Games,IDW Games,San Diego,25000,38585,660,24,No,,1393,1,2.0,32.8054790497,-117.1129264832,California
5861,2139528709,The DickyDoo: A new look on bottle openers.,failed,Design,Michael Wenz,Phoenix,1000,116,12,29,Yes,338.0,37,1,16.0,33.583984375,-112.1066093445,Arizona
5864,8486383,RAMBONE: It came from the Sky,failed,Film & Video,Gary Duffey,Modesto,6000,232,10,29,Yes,518.0,165,1,3.0,37.6451740265,-121.0047302246,California
5866,369060103,GaymerX2 #EveryoneGames,successful,Games,GaymerX,San Francisco,10000,24298,456,33,No,,1176,3,65.0,37.7776432037,-122.4472618103,California
5867,2009120378,Karyn Crisis Solo Album,failed,Music,Karyn Crisis,San Francisco,15000,8368,173,59,Yes,2993.0,1766,1,0.0,37.7776432037,-122.4472618103,California
5868,859660825,Skirmsh [GPS Location Based Game],failed,Games,Lin Le,San Diego,7500,6,2,24,No,,0,1,0.0,32.8054790497,-117.1129264832,California
5869,348041868,IF ONLY I WERE THAT WARRIOR — A Documentary,successful,Film & Video,Awen Films,Brooklyn,17500,17618,177,29,Yes,658.0,793,3,1.0,40.6455001831,-73.9613761902,New York
5870,1275841125,Once Upon a Time: Cabaret,successful,Theater,Giuseppe Agostaro,Manhattan,12000,12500,87,40,Yes,1222.0,100,1,2.0,40.7629089355,-73.969039917,New York
5872,1824249753,LITTLE CAYLEE- Feature Film,failed,Film & Video,Angel Martinez,Springfield,60000,2028,39,59,Yes,146.0,752,1,3.0,42.0738677979,-72.5576591492,Massachusetts
5873,1093184866,Fantasy RPG Greeting Cards,successful,Games,Lloyd Metcalf,Buxton,700,4125,32,14,Yes,549.0,180,2,4.0,43.6501331329,-70.5324897766,Maine
5874,1215884093,Klingsmith Clothing Co. Winter Line 2014,failed,Fashion,Evan Michael Nagridge,Royal Oak,3500,146,6,59,Yes,1363.0,42,1,0.0,42.4732761383,-83.1716308594,Michigan
5875,166739996,"C Grayson Ponchos, ""Our Fashion is the ART""",failed,Fashion,"B. Curtis Grayson, III",Newark,30000,211,8,44,No,,134,1,0.0,40.746925354,-74.1903381348,New Jersey
5876,79085400,Strikes Back,successful,Music,White Bear Polar Tundra,Portland,1725,2127,42,29,No,,137,1,1.0,45.538421630900004,-122.666431427,Oregon
5878,1906247984,The Vintage Cottage brings Chalk Paint to Central Oregon,successful,Art,Jessica Lay,Bend,3500,3610,46,29,Yes,849.0,259,1,0.0,44.0436649323,-121.3020515442,Oregon
5879,1398748249,"""The Peasant Sabbatical"" CD",successful,Music,Neil Jacobs,Grand Haven,5000,5004,50,29,Yes,549.0,122,1,0.0,43.0129356384,-86.2089004517,Michigan
5880,356772698,Send the Painted Ladies to a New York art show,successful,Art,Kerri Lane,New York,3000,3020,55,29,Yes,1152.0,720,1,1.0,40.706577300999996,-73.8823738098,New York
5881,1858399467,It Came From the Atomic Age Trading Cards,successful,Comics,Studio Hades / Acheron Mint,Scottsdale,550,1444,32,29,No,,20,4,7.0,33.661760330199996,-111.87314605709999,Arizona
5882,332787166,THE WOODCHUCK THAT COULD CHUCK CHILDREN'S BOOK,successful,Publishing,Sarah Mickulesku,Denver,3000,3125,57,29,Yes,132.0,379,1,4.0,39.773494720500004,-104.89710998540001,Colorado
5884,215719402,The Gospel of Mark Translation Project,failed,Publishing,David Pat,Northern San Diego,250,55,2,29,Yes,1340.0,22,3,0.0,32.870731353800004,-117.2170829773,California
5885,926306847,Judge Fool,successful,Games,Joanne Vesper,Chicago,3000,3343,28,29,No,,36,1,1.0,41.8408851624,-87.72951889040002,Illinois
5886,452074022,Dorian-Gray: Visual Novel Game,failed,Games,Roxana Hasanat,Southfield,900,326,15,59,Yes,291.0,10,1,4.0,42.4761066437,-83.2597579956,Michigan
5887,468273180,Tyler Huston's new solo EP!,successful,Music,Tyler Huston,Nashville,7000,7225,62,29,Yes,436.0,225,1,0.0,36.1912117004,-86.7920761108,Tennessee
5888,606983073,Tournament of Might by Board Games International,failed,Games,Jim Muller,Bothell,4000,10,1,29,No,,4,2,0.0,47.8000717163,-122.22248458860001,Washington
5889,562388641,Holy Toledo,successful,Film & Video,Charissa Gracyk,Los Angeles,2500,3000,38,29,Yes,267.0,248,1,2.0,34.018239975,-118.39637756350001,California
5890,488852207,MIDNIGHT THEATRE: REVENGE of the OCTAGON,successful,Comics,William Dvorak,Aurora,3500,4210,22,29,Yes,138.0,93,4,27.0,39.6951599121,-104.7764930725,Colorado
5891,1867540411,Nikki's Book: Skin-Traced Constellations,successful,Publishing,Nikki Burian,Portland,600,875,19,29,No,,88,1,0.0,45.538421630900004,-122.666431427,Oregon
5892,1359146067,Jaws: 666 - Feature Film,failed,Film & Video,Zachary Lindsey,Los Angeles,20000,796,21,30,Yes,247.0,265,1,0.0,34.018239975,-118.39637756350001,California
5893,1860686983,"The Hunted: A Game of Medieval Magic, Mischief, and Mayhem",successful,Games,Tim Obermueller,Lincoln,2000,3452,80,29,Yes,128.0,120,2,9.0,40.8049240112,-96.6905250549,Nebraska
5894,1242575378,Savannah Blain's First EP Album,successful,Music,Allan Blain,Spokane,7500,7500,36,39,No,,445,1,0.0,47.6799316406,-117.4090843201,Washington
5895,137497590,Sticky Art for Everyone!,failed,Design,Rene Shepard,Tulsa,450,25,1,21,Yes,452.0,16,1,1.0,36.1280574799,-95.9123954773,Oklahoma
5896,1127477052,Staying Together while Falling Apart,failed,Film & Video,Bethany Hazelitt,Los Angeles,35000,370,4,40,Yes,335.0,87,1,0.0,34.018239975,-118.39637756350001,California
5897,268492284,Nerds That BBQ Competition & Smoker Build,failed,Food,Matthew Mueller,Huntsville,3000,25,1,44,Yes,31.0,35,1,16.0,34.701335907,-86.6330795288,Alabama
5899,1054456712,7th Annual CHESS FEST Fun-draiser!,successful,Games,9 QUEENS,Tucson,5000,5371,45,59,No,,472,1,2.0,32.1805992126,-110.8912467957,Arizona
5900,137276410,"Fashion Forward Film on Andre Soriano ""30 Gowns in 30 days""",failed,Film & Video,Clint Gorou,San Diego,25000,25,1,58,Yes,490.0,192,1,0.0,32.8054790497,-117.1129264832,California
5901,573413795,Louis Cheese - Litter And Ashes,failed,Music,Louis Turcio,New Haven,1000,20,1,29,Yes,427.0,42,1,0.0,41.2974643707,-72.9313964844,Connecticut
5903,1901143622,"""U-1 Fighter"" MMA Film",failed,Film & Video,Saravut Frank Sopapunta,Los Angeles,150000,2181,41,29,No,,314,1,6.0,34.018239975,-118.39637756350001,California
5904,521608239,Photo Tour for Admissions!,failed,Photography,Keshia Brown,Los Angeles,13000,93,6,29,Yes,559.0,14,5,1.0,34.018239975,-118.39637756350001,California
5905,1133757950,Live Alive: A Short Film,successful,Film & Video,Live Alive,Orlando,1500,2282,48,18,No,,474,1,4.0,28.4906749725,-81.3569107056,Florida
5906,1353657823,Rook,successful,Film & Video,Rook Crew,Ann Arbor,3500,3500,87,29,Yes,276.0,344,1,1.0,42.271152496300004,-83.7333908081,Michigan
5907,2015301154,Avant Chamber Ballet presents Alice in Wonderland,successful,Dance,Katie Puder,Dallas,5000,5266,68,28,Yes,720.0,633,4,4.0,32.832572936999995,-96.79934692379999,Texas
5908,1695488805,Everest,successful,Film & Video,Connor Bynum,Denton,1000,1603,27,29,Yes,968.0,211,1,1.0,33.2021522522,-97.117023468,Texas
5909,223208742,Home Pro Art Studio - unique spiritual painting concept,failed,Art,Lariyah Daniels,Atlanta,3666,1425,9,29,Yes,2487.0,276,1,1.0,33.813949585,-84.41580963130001,Georgia
5910,1306127920,'The Choice'  Act 1,failed,Publishing,Daniel E Leverett,Thornton,2500,25,1,30,Yes,390.0,35,1,0.0,39.8981647491,-104.96503067020001,Colorado
5911,628970322,Reset,failed,Film & Video,Fine Young Gents Productions,San Francisco,1000,195,5,18,No,,53,1,0.0,37.7776432037,-122.4472618103,California
5912,1908757369,"MULU LIZI's EP, ""Men of Fire""",failed,Music,Stephen Mackin,Rochester,500,270,8,29,Yes,708.0,93,1,1.0,43.1746616364,-77.610042572,New York
5914,1236271590,"""Songs in Response"" EP #3",successful,Music,Scott Brownson,Billings,5000,6795,77,29,Yes,1825.0,249,2,1.0,45.781791686999995,-108.52751922610001,Montana
5915,174752807,Penny Portrait - Create a portrait of Abe from old pennies,successful,Art,Maury McCoy,Austin,1200,1874,124,59,Yes,462.0,104,1,3.0,30.326808929400002,-97.7589683533,Texas
5916,1375149659,"Lady Panther ""Bow or Bullet""",failed,Film & Video,"Alice ""Nikki"" Johnson-Muhammad",Oakland,500000,460,15,44,Yes,199.0,298,1,0.0,37.814783096300005,-122.25268554690001,California
5917,1912974820,World's First Kids Guitar,successful,Design,Aaron Burch,Calabasas,10000,11896,51,24,Yes,1141.0,637,1,3.0,34.142192840599996,-118.72166442870001,California
5918,1747279169,Ten Year Planner,failed,Design,Aaron Chan,Chicago,1200,108,12,29,No,,1,5,5.0,41.8408851624,-87.72951889040002,Illinois
5919,549456485,50 Things to Know Before Traveling To 10 Countries,failed,Publishing,Lisa Rusczyk,Lock Haven,200,40,3,14,Yes,549.0,15,5,8.0,41.142799377399996,-77.4267883301,Pennsylvania
5923,1887489663,"The Orphan of Mecca, A Novel. Part One of a Trilogy",failed,Publishing,Harvey Havel,Albany,10000,120,2,29,Yes,242.0,0,1,0.0,42.6569480896,-73.7864990234,New York
5924,191612681,Frederick the Paramedic,successful,Publishing,Chris Blongiewicz,Derry,3000,3000,26,55,Yes,303.0,195,1,0.0,42.8922863007,-71.3129425049,New Hampshire
5926,905095280,Lessons: The Complete Series,failed,Publishing,Katrina Avant,West Memphis,1300,100,3,29,Yes,523.0,41,1,1.0,35.1539840698,-90.1833267212,Arkansas
5928,1585154788,SIEMPRE GOLDEN //  FRIENDSHIP BIKINIS,successful,Fashion,Sophia Kim,San Diego,5000,5577,61,33,Yes,1291.0,415,1,0.0,32.8054790497,-117.1129264832,California
5930,449762920,Children's Art Camp,failed,Art,Sheri Snyder,Peachtree Corners,6000,270,6,15,Yes,665.0,88,1,2.0,33.9698123932,-84.2225570679,Georgia
5931,40180194,Caballero Americano Hot Sauce,successful,Food,Siri Vichainchay,Avondale,800,1050,26,29,Yes,69.0,13,2,18.0,33.4359054565,-112.3270645142,Arizona
5932,398954019,The Minimalist Deck: Helvetica. Modern Bicycle Playing Cards,successful,Design,Steve Ezell,Los Angeles,15000,15791,610,39,Yes,774.0,1357,1,29.0,34.018239975,-118.39637756350001,California
5933,1663839213,The Metaphorea,failed,Publishing,Steven Jon,Dickinson,4500,52,7,44,Yes,61.0,3,1,0.0,29.4631757736,-95.0628890991,Texas
5934,1663530035,Key Cards should be used but not seen.,failed,Design,Brad Lambright,Cary,8000,456,27,29,Yes,196.0,48,1,5.0,35.7873687744,-78.7970848084,North Carolina
5935,996757556,The Legend of Tretor a SciFi Fantasy story,failed,Comics,Patryk Poborca,Chicago,2000,396,18,29,Yes,182.0,7,1,0.0,41.8408851624,-87.72951889040002,Illinois
5936,1979630253,The mini Album B.A.M. (Boys After Me),failed,Music,Karma Came,Atlanta,5000,105,2,13,Yes,552.0,9,1,1.0,33.813949585,-84.41580963130001,Georgia
5937,1426947033,CREATING NEW PAINTED DOLLAR ART,failed,Art,Joseph Uplinger agent for Jury The Clown,Central Square,500,35,2,29,Yes,3147.0,39,2,1.0,43.2838745117,-76.1475257874,New York
5938,1051619742,AeriCam Hollywood - 3 Axis Camera Stabilization System,successful,Design,Frank Sommers,San Francisco,25000,41225,17,44,Yes,51.0,108,1,0.0,37.7776432037,-122.4472618103,California
5939,1927493619,Sleep For Dreaming: Album and Tour,successful,Music,Sleep for Dreaming,Amarillo,5000,5105,35,20,Yes,959.0,574,1,0.0,35.1985626221,-101.82291793819999,Texas
5943,36541858,Leaky Timbers,successful,Comics,Joey Ellis,Charlotte,10000,11886,337,29,Yes,57.0,178,1,2.0,35.2259788513,-80.8269729614,North Carolina
5944,631791516,Family Groups: A Tool For Moms & Dads To Discover Playdates,failed,Technology,Matthew Melone,Berkeley,12000,146,5,29,Yes,522.0,54,1,0.0,37.8794231415,-122.28860473629999,California
5945,1281203731,T&A's Debut Album is close to completion!,successful,Music,Alice Spencer,St. Louis,6000,7940,91,29,Yes,507.0,393,1,2.0,38.6356201172,-90.3082389832,Missouri
5946,926753661,Dope Fest,failed,Music,Princeton Kyle Phillips,Washington,40000,1,1,59,No,,4,1,0.0,38.9201526642,-76.9954147339,Maryland
5947,1246485177,"""Guys Reading Poems"" - Finishing Funds",successful,Film & Video,Fatelink Productions,Hollywood,40000,41325,291,59,Yes,816.0,1454,1,2.0,34.0956726074,-118.3318099976,California
5948,249763262,Squalid Gold Goes to Chicago,successful,Theater,Squalid Gold,Chicago,750,780,19,29,Yes,159.0,165,2,0.0,41.8408851624,-87.72951889040002,Illinois
5949,1536259290,Mercyhurst Liturgical Dancers Journey to Jerusalem,successful,Dance,Corenna Noelle Partusch,Erie,2000,2710,57,29,No,,372,1,0.0,42.1188621521,-80.0900192261,Pennsylvania
5950,668033235,"Forgotten by Friday records their 2nd album, Whiskey & Song",successful,Music,Dominick Mauro,Stratford,3300,3439,77,29,Yes,1141.0,537,1,2.0,41.2111358643,-73.1424789429,Connecticut
5951,487892174,iOTS wallet:Carry everything or just the essentials-in style,successful,Fashion,Dan Moss,Bountiful,3000,3161,80,29,Yes,267.0,118,2,1.0,40.8722743988,-111.86240768430001,Utah
5952,1799285361,Polar Bear Zombie #1,successful,Comics,Jason Mansfield,Phoenix,1250,1343,25,34,Yes,732.0,62,2,9.0,33.583984375,-112.1066093445,Arizona
5953,699948895,Westward #7,successful,Comics,Ken Krekeler,Detroit,2000,3115,63,29,Yes,648.0,133,6,0.0,42.3546390533,-83.1028404236,Michigan
5954,1775461646,VDay Montclair presents The Vagina Monologues,successful,Theater,VDay Montclair 2014,Montclair,1600,2205,84,41,No,,477,1,0.0,40.828502655,-74.2162284851,New Jersey
5955,656990627,Black Mountain Revival Recording and Release of new Record!!,failed,Music,Chris Lemons,Roanoke,1250,190,4,44,No,,46,1,0.0,37.2746829987,-79.9794464111,Virginia
5957,1472878651,Lukup Player,failed,Technology,Lukup Media,San Francisco,250000,1449,10,39,No,,32,1,1.0,37.7776432037,-122.4472618103,California
5958,1283979188,BOLDHOUSE COFFEE. Wake up... Enjoy the Night!,failed,Food,Matthew Thomas & Damian Sandolo,Los Angeles,13500,492,18,40,Yes,696.0,55,1,1.0,34.018239975,-118.39637756350001,California
5960,1348362244,Nellie: A Short Film 100 Years in the Making,successful,Film & Video,Joshua Nazaroff,Los Angeles,10000,13264,80,26,Yes,516.0,581,1,3.0,34.018239975,-118.39637756350001,California
5962,1662565643,League of Legends Spec Trailer,failed,Film & Video,Jon Chua,Los Angeles,44000,1,1,59,Yes,311.0,17,2,0.0,34.018239975,-118.39637756350001,California
5964,877694775,ARTBYPEKOE  KAHLO,failed,Art,PEKOE (ARTBYPEKOE),New York,10000,82,1,42,Yes,954.0,3,1,0.0,40.706577300999996,-73.8823738098,New York
5965,579333428,"Mote - A Powerful,  Free, & User-Friendly Virtual Tabletop",successful,Games,Idle Ideas Inc.,San Jose,5000,8000,194,29,Yes,866.0,301,1,1.0,37.3191394806,-121.8499755859,California
5966,1328681370,Morgan State University Steel Bridge Team 2014,failed,Design,Jean Calmere Kubwayo,Baltimore,6000,525,8,29,Yes,453.0,36,1,1.0,39.2856521606,-76.6201553345,Maryland
5968,1001217929,LEGO Imagination Lab,failed,Film & Video,Benjamin Neyman,San Diego,2500,1187,15,29,Yes,2056.0,53,1,6.0,32.8054790497,-117.1129264832,California
5970,941028732,Robert Greenberg writes new work for ASQ and Roger Woodward,successful,Music,"Composers, Inc.",Berkeley,3000,3125,43,24,No,,176,3,1.0,37.8794231415,-122.28860473629999,California
5971,34611137,Aceblade: Vegas Vigilante #2,failed,Comics,djtrunks2,Charlotte,1891,161,8,30,Yes,519.0,91,5,23.0,35.2259788513,-80.8269729614,North Carolina
5972,1382188606,Let's Make Sure The World Knows: EVERYBODY LOVES CHOCOLATE!,failed,Publishing,Marilyn Stafford Shackelford,Winston-Salem,10000,270,5,29,Yes,203.0,13,1,1.0,36.1081886292,-80.2467880249,North Carolina
5973,170496455,Crow Call's Debut Album! Mastering + CD Production,successful,Music,Ellie Bryan,Minneapolis,750,825,33,29,No,,213,1,2.0,45.023744583100004,-93.2645683289,Minnesota
5974,278690193,Give the Girls A Little Support,successful,Fashion,Allison Fagundes,Marina del Rey,10000,10246,66,59,Yes,794.0,277,1,2.0,33.9759693146,-118.4507598877,California
5975,847154329,Coasters for a stronger future,successful,Design,Jesse Domer,Watertown,4000,5349,87,29,Yes,180.0,163,1,6.0,43.1937484741,-88.7265205383,Wisconsin
5976,1971516535,"2P the Prince, Southeast2Hollywood",failed,Music,Justin Floyd,San Diego,2500,15,1,59,Yes,186.0,1,1,0.0,32.8054790497,-117.1129264832,California
5977,120250679,Bruises From Within.,failed,Publishing,Karla Reeves,Lexington,4500,40,2,44,Yes,331.0,106,1,0.0,38.016494750999996,-84.4756774902,Kentucky
5978,1791339795,"The KaTracksuit: Go everywhere, Do anything, In it.",failed,Fashion,Khaos and Disorder,New York,40000,526,2,34,Yes,35.0,79,1,6.0,40.706577300999996,-73.8823738098,New York
